array_index,y_true,y_pred,residual_pred_minus_true,absolute_error,squared_error,relative_error_percent,source,source_row,donor_smiles,acceptor_smiles,experimental_PCE,pair_key,donor_fp_hash,acceptor_fp_hash,pair_fp_hash,legacy_sequence_hash,role_aware_sequence_hash,pair_fp_group_id,legacy_sequence_group_id,role_aware_sequence_group_id,safe_any_encoding_group_id,prediction_sd_across_model_seeds,branch
166,0.699999988079071,1.5711503695733475,0.8711503814942767,0.8711503814942767,0.7589029871776238,124.4500566185542,Gao,166,,,0.7,Gao_0166,907df83babdf5eea703f8f88a501fce5ee9a6ee8d2fe039802994e4c996b3e78,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,fa360cdbdb07938e265ae5014a86e164e13ed5a95272a280ccf74f45d548dd4c,e8c88a43b15863f357debf9abae66fee98efd7180d1d348c8e0e030e417ff9df,3ed6cfbc415ff064e36d4ffc5aeaa5e65455eead04b38a02aa30f63e18318f89,1167,1074,272,839,0.7784464254066634,gao_only
167,8.010000228881836,6.8378960401705,-1.1721041887113364,1.1721041887113364,1.37382822919466,14.633010676891796,Gao,167,,,8.01,Gao_0167,c0f72a8a0040b1248381a34b9ba9a722d59b730d20051d070c1fa219274bca30,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,c119789f8b1aff9d96e3ee38edef3e963560dd56f83c0d04e9dfcd8abef1f2ce,79625f8bd5b99aaf229fd457f17e81dbd0283af253d9218719cf001b6b8b2c91,d4584a09fcd6b6a8903b6ae8323c4e25ad684b3aeb1fa5ae0cdfcd616b253c21,919,580,968,840,0.800018586050769,gao_only
173,5.210000038146973,2.7000848645030864,-2.5099151736438863,2.5099151736438863,6.29967417888782,48.17495499552014,Gao,173,,,5.21,Gao_0173,a84f8673a8c1102bf7364f085f1201f0aa12454610ae33f9a9a5b4472cbcc73d,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,2214d03497fded62d375444b51858a437bc5af105f17f3751eba1ee5df0fedcf,bcae5c6828415df52bfe500db6dd874eff4f2e754194bbdbc0562dd7f5922af9,9f382e46738d7227140fa24a243c07a0229a960bbc2f4bf2125558d55007fb63,157,868,726,845,0.5589128029050646,gao_only
176,7.199999809265137,4.406243064615986,-2.7937567446491505,2.7937567446491505,7.805076748272619,38.80217803692266,Gao,176,,,7.2,Gao_0176,0245fd26bf56ce3c8a3d7bc48ca8e5c0d8a8c3632a52312958154092a893d584,662249b27f71717e6cd10bc40d9d82bd63bbfc14fed03ba60280ffb003a773e7,bc075becc9b7388613f2fab65b85b66e133761792e07d1f093667ea75ed91942,6435f9cf9bd904ffe16dc8dec7e6deb26438c3352b590660e538cf4389e914e9,58fdba572cb507cdaeaf2045ae1b43ed47f7eafd5ce5ba9bd6c62e7600611969,889,478,399,848,0.4854401823256693,gao_only
183,1.659999966621399,3.615270706686643,1.9552707400652445,1.9552707400652445,3.823083666955288,117.7873963482548,Gao,183,,,1.66,Gao_0183,fc0b10903075854f65744f24c8699fdecb5daa6102b7cadbdaef4d910bde83ff,662249b27f71717e6cd10bc40d9d82bd63bbfc14fed03ba60280ffb003a773e7,41040c6d25181a6f24d110638352af34e616f675109567f856be2ed1ac5035b0,1d6ff06969ee2a1b42fc705ee8307e97840ee275baa6edda98e14a759fd794ff,c5e667d9eb7ec4b041bf39c935d70b2f5d5d9f71a6dd67d2b24e46e5f37a0c19,295,144,907,855,0.499820702582161,gao_only
184,1.1100000143051147,3.70739205993048,2.5973920456253654,2.5973920456253654,6.74644543867792,233.999280374009,Gao,184,,,1.11,Gao_0184,4075d78f2f61dd2cb7acdb8e4a8f9473d226c03dd6bfe112725bf40245f02f54,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,f9cd854ee8fcc052b67e93d092d4207e83ee222c2be1916777716842cde91d4c,d1620e64f3f8f4de5b4003efc2f8ba3f4b727c4ff1e171dfc502101d98b09fcc,f6b8e22cc09539d092cde86ed5deeecc128a1c67eea8876eb0c6c5511ee09752,1164,969,1155,856,0.5195963066512472,gao_only
186,5.199999809265137,3.7296140288362407,-1.470385780428896,1.470385780428896,2.1620343432874938,28.276650660813974,Gao,186,,,5.2,Gao_0186,91ae723a8c0799551ff13f3f3433652c8dae654c233417c031de0aef1e470643,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,e46576f4244600ef94856f88b24259182b936a9c6d4be2bf8319965c590159a1,c43b18447cde62a937236592643436180a1035f3737555ecb889a094299a1840,794d8b2d698b98375a8b16ba79e4cf9cdb914d10a679607053d39b188e24b5fc,1081,901,547,858,0.506469961584696,gao_only
189,6.599999904632568,5.5661542155955095,-1.0338456890370589,1.0338456890370589,1.068836908740511,15.664328848117076,Gao,189,,,6.6,Gao_0189,88396f3ea512153dba9e47b29c009cdfdceac03900ac3a0a545fb8f3b09f7fb5,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,164b177b6e79bea4f320a7ad8608ee2acfe95080927a3a3651cfd51541d44b70,9476cf0bb11409650641023a10cfbc00236a3c23c53ecc031786e47fc740a44e,58b3743fb7d0a04a11b4d3cbe7f3f78d1bb29724b3a239edf116dd9aec928143,103,696,397,861,1.3254960889159602,gao_only
191,5.360000133514404,3.92812723924618,-1.4318728942682246,1.4318728942682246,2.0502599853400625,26.71404586942398,Gao,191,,,5.36,Gao_0191,7284e212b9c46bcca3f72722050c1c37a391ee1c0579d1d7608f04ff699ebf23,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,81d98978b6c48ceb3f71e273ac990fea79aae505f317f3cf5eaeb1dd90406783,7418cfdf3d39fea154dd265985545fe59c14f7a83ae2a5422a130799192e6d03,364fb40b3dc7b2a0d703d155f0cfea62ec23a4c3e2bb2287b25eeb549f9a6938,592,561,242,863,0.5597480039506475,gao_only
193,0.7599999904632568,4.445479102654033,3.685479112190776,3.685479112190776,13.582756286394508,484.9314682154532,Gao,193,,,0.76,Gao_0193,e47f54cb864fb7c0a387969d200545f41f39333e629c6f76ded9a08fb1309b0f,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,41830b39764d780169decbd037df8df8d2d3c1dc4840ea5b27e6402a3d0ac142,3ccb9e335e69c8f726accef54c625df4d08eb1ea8b05d1aae8c135989b1a3553,6d80add0ad02516f4a997044f0647feb847781fa2bca4b25760817e2f4cb9446,300,298,495,865,0.5683702300675574,gao_only
196,1.149999976158142,2.487976815440867,1.337976839282725,1.337976839282725,1.7901820224569909,116.34581452362858,Gao,196,,,1.15,Gao_0196,71d152cb857c17e5049fd3fc839e66d64d3fe7d701749be1effbbf5f9c606217,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,53e918b25dfbc20260a7991c62cbdbb0f823dd6c84e0e2571ab838d9ee341258,f68c6a475dec566c62334a2d60a2f325505db68f4bd24f48548fd20046371fb6,9d76b974a9bf50299a3bd8e2575a53032485ad25af89fc65e695162ce40c0a41,383,1147,717,868,0.6861779999455525,gao_only
200,3.009999990463257,4.063321387413705,1.053321396950448,1.053321396950448,1.1094859652736433,34.99406645474227,Gao,200,,,3.01,Gao_0200,297fc6f93155e582f1f7e32b06822c30781f25a9994654498ab12b3513b5376f,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,7703b58fa7ffbe6f216a33b5ec1707b720b1641f41c8f9d8b1e1860f8b41be67,2371e84963bc38fbc00747e5a773b2cd830d0d56c82b9684418eb731e45b0552,b6283ffa294ddca185ef645f3093ce853c93ce1575d2e2478b2c92552dac54da,542,174,843,872,0.4315867302901175,gao_only
201,2.450000047683716,3.5521512645305973,1.1021512168468814,1.1021512168468814,1.2147373047970615,44.98576307738767,Gao,201,,,2.45,Gao_0201,e1be0d1bc09dad5d00148f1d307c65da1f164661e70c9cfaaa03b191a20240b0,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,d1cdcb937e95e11fc7b5ad94d9df9b85a42ae6f2f5f000c9c98537ccab0e721d,672683cf2edf9b9785cf94910675e2967eb21d804d69b47334ba15faf86203a8,a6e9e2580ab6b05fc0f419972940922ca6584cb8f15c599f9843884bd5103b2c,999,494,769,873,0.5179140326753098,gao_only
202,0.8299999833106995,3.6429874519310377,2.812987468620338,2.812987468620338,7.912898498615058,338.9141596605712,Gao,202,,,0.83,Gao_0202,89eaea9e4e53ec04c8c2e8c217f23dfe4295d33ec0414b20fd6aa580ba44a123,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,94a978618b39832cf0dac4a46d88f798835b1bdd5778bd40093d2e2d4795db09,0a3486358f2246f0dfb316352ba56e70a96fdace288d7c04861350b7e2f8decf,063a0ba49c134ce0b28deb1bb52083530832442a5d92a4da96dc3df0c67a391a,678,52,27,874,0.5045707431994854,gao_only
211,6.010000228881836,4.473187427709599,-1.5368128011722373,1.5368128011722373,2.3617935858468586,25.570927498253397,Gao,211,,,6.01,Gao_0211,54a5f59df902cef33e997fb7a72905e6514991bca5c6a9a66bbeb323a90bc729,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,3f136c6440a6d7e7e267ec5fb66ab6c990681eb6a18c81446ae564cd7b8fffd6,79acf90af40b1654acde3b76b8ba0598519ef368306d7c5141fa15aaac2dbed6,262d942daa6643125309676c9394ce8f9a9ac77cdaf1aa5fb7297ec6705d93d1,283,582,157,882,0.521932281984287,gao_only
233,1.850000023841858,2.3561707451792047,0.5061707213373468,0.5061707213373468,0.2562087991391699,27.36057917913926,Gao,233,,,1.85,Gao_0233,2cc7fe924219f19a4197916277931bdaf43fdef42734e7e1381d9e798b43b45e,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,5f4ccf59e425419973cb0e80fb5b842e235818a39561ca1538e793d7031dca53,17e45239935035789cfcd1c336e94f1147c1b24c2f95960c696b04bcc996acef,3ea3a499ec3e7a6cc70bc9c5c6c4bddea4d88d16dee3022440d627bb664dfcdf,430,120,270,901,0.4844844387421793,gao_only
234,1.0199999809265137,1.804982062023465,0.7849820810969512,0.7849820810969512,0.6161968676433005,76.95902899761971,Gao,234,,,1.02,Gao_0234,2de551292816eafdfeeee7b0aaffcdb2bdbdbdcfaab7e42b469f929347df39e1,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,81f6e823f14bafd77252e3c59cf7bcbf21409d6fa8166593e74942818a58c6b3,9e087c453c6bf882739d66da0ed8f1400ad5e220317b8be41b68d4abe92dad19,09323cdfeb62998d64c83ae9ec81f6a4aebccec9dc9b08e3e7bfd0595c07f957,593,736,44,902,0.5360523314760365,gao_only
244,3.009999990463257,4.164401715344722,1.154401724881465,1.154401724881465,1.3326433424093018,38.35221689498397,Gao,244,,,3.01,Gao_0244,794e9e061e273c73ff7ad6cbd17cba865ca3b57c19e967a72372e004b27eb945,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,2d50d92059553feac060e1925f789a260abd07b2169c93119fa1050fd2105e5a,e3fe61c360390d05d804154a0ff06267641ffa5cb1473ace27e4223c6b9227a1,025064028f942b0e646d4b9b450c04ee25c07670bf323b0ecc536472500ba562,198,1050,12,912,0.5601759119638917,gao_only
250,5.730000019073486,3.596791357097059,-2.1332086619764272,2.1332086619764272,4.550579195531259,37.228772336397945,Gao,250,,,5.73,Gao_0250,bb20ea582c5faf364d5b9603be6a4413bac1e9c3bd663094920f9d72de034a14,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,865b36e508d215c2df540a3453dabace24b63860c51f2011b1586addbdbcb84b,f874e7f7392cbab0bd134f5489b644cfedb60ff56d85c9edad1b2f6034c296fa,61407a69c7f624f545edaeacc490e60880ff9cd4836810c5956d272779287468,616,1156,437,918,0.4402598406838821,gao_only
277,3.2100000381469727,4.693307801048355,1.483307762901382,1.483307762901382,2.2002019194835025,46.20896402722932,Gao,277,,,3.21,Gao_0277,3056fff04d4498bb6cebfb48a97b2ec188d1adb404ba7cf573f42f44e21adb2b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,35fbd6f9dfb7f3d8ecd56396a0d6e9454b1596d2c4020a1f58116b92ab1b380a,1e765628f9d8d8234987735404f90187f2e20ccb1e8a4fb34aea573bd21f7e9e,a32f41262ddc7deaf852d80f2b2377b1c907e005b8282152a6c8c884bb42f57a,237,151,744,944,0.5210242819855724,gao_only
279,7.630000114440918,4.995419159974202,-2.634580954466716,2.634580954466716,6.9410168056387525,34.5292387280621,Gao,279,,,7.63,Gao_0279,1c742257e7fe70912d94cf4164ea081f01c4ed64ada13bfb7dca20640063338e,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,ccef8b78299fad02767b50bfb87466c4a1679f1f6ee8f0cdf332190fd18f9017,eeb3677cfd8ca7a6b1d71edae89be917b2bf48629ee42946ff1bd76688c3ac02,29565d825266e6210677dd1b33391988f8f0cc4590f527eb2db7953308a0b9f9,978,1110,176,811,0.5600484217093821,gao_only
280,4.96999979019165,4.822067258381607,-0.147932531810043,0.147932531810043,0.0218840339677294,2.976509820020305,Gao,280,,,4.97,Gao_0280,7b5c7533890c45416746363462dbe72491f3567507b2f45e258e02697d55e3fc,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,878ee8d9ffa1659e4cbfa95d4b7cf0d3860f0638f7b3171317099395908ae1e6,200c59a229538ee2582d0e9e4c504ff7a66a1b99ed65e86e2bf57d34b03fffa5,f72fdbe50cf701854f21dcb28757caf572fa889770bac9950e0077128ec4e8e9,621,153,1156,946,0.525761736463717,gao_only
287,5.099999904632568,4.122348513933692,-0.9776513906988766,0.9776513906988766,0.9558022417354476,19.16963547020521,Gao,287,,,5.1,Gao_0287,9ff94dcfd4573344a1ba9c635409277df70d857158080c9bcb0b115492562190,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,789a39088cc504e80f2a836a99bf6a2d2f44bcb9730a05c7901f636a99f90bd2,ddb2d8b61ddb4ec7cca9aa23137e52ebc6497720ad31c50dbae66ccc06b940d6,41e8a4e3fa7c68e198c8532feb961bd10455e5b3c1021ddb59fcf49b3b338671,554,1017,289,953,0.4717624642498889,gao_only
296,5.199999809265137,5.161745092656353,-0.0382547166087841,0.0382547166087841,0.0014634233428183,0.7356676540761307,Gao,296,,,5.2,Gao_0296,450932e86bf1da0e1f7bccd85fcf12b0ff8384e7447e40c6c077a961cb0ddd5c,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,e268403764d3c0975902120330ffc574cddc2647fef694bc64384c470f6c137e,f2d21503596409dda6e945da0acdedaf88433903c27d96685920e7a78643d04f,28c1fb75437e05537587378b0dc21f1055c1ac4ae2170e6624007d219aedebd0,1072,1130,174,957,1.316080677639469,gao_only
306,0.270000010728836,1.3075976371765137,1.0375976264476776,1.0375976264476776,1.0766088344098543,384.2954019323164,Gao,306,,,0.27,Gao_0306,36be1566525e31fcf85cedfe055b7e2ddf1c34aec3e5467504a8bbd63dc73908,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,f8bfcfe81ce6be70d57217bed838a8abc2e92cc3a1e5245441e64001654bb737,d5b0f78bc738f2890166368f0361e7672f7b2a996a0fd53280ece2fe8adb5351,06593e436bdc7add2672e7e659f324d411e73d9211000953b49184278d52e5c7,1157,991,29,967,0.4538638929263857,gao_only
315,6.329999923706055,4.407552195067453,-1.922447728638602,1.922447728638602,3.69580526934772,30.37042261942173,Gao,315,,,6.33,Gao_0315,80ddad8b5f123822406dde619b434cf58dae85210d7d29977e0a7d0b22a873bb,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,aa91d502c6af30a01da990efcdb03165378873605e86dbba0f19730f05f3c3de,304a8fc706548f007942520c5efc069b867887f0e236765967fdc02f74877d75,86a22df0c6f3efc73995436b96155f69d1d59c5f696608d9f327250723549811,790,243,610,976,0.5234088187196908,gao_only
318,6.849999904632568,5.482204968386357,-1.3677949362462112,1.3677949362462112,1.870862987620777,19.967809566262748,Gao,318,,,6.85,Gao_0318,49300ea87acb9671c768eaa3a303d2cfb3bfcdd0bcbf8e535fbbf9d21b627ed5,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,af4c8c0e4d3e9d4ae1122f9709f15ef726f7de540c53d85d9c0c2d8a13713537,5c8a02a3025f5f7c9463465e5f85eb625525cd8e2a62d5eb7a1c2eca27b7605a,6fd3b45b13f5ca65a9a4bf70a060fcbd02c53f5760f78931eee1253bb385afa7,813,436,507,979,0.8182898029717041,gao_only
320,3.369999885559082,3.199324391856052,-0.1706754937030301,0.1706754937030301,0.029130124150773,5.064554881274577,Gao,320,,,3.37,Gao_0320,e7d661de70177d86b50b57163ccc57c253849400145b150c41ca197ccfa5c435,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,900557818cd61d08fd597fc0b24671a5b76af8c872b8ec940be22506a2d24e9f,82727d506a864cf1eea5ea544e2758b7221692b34b6bb45ed4273382ca5f9618,809d1989b87499e27a23c18b56f4788d6889c2a6811d7e7f8b496d25c2c2b09c,662,620,580,981,0.6299797170397786,gao_only
325,5.039999961853027,3.532764819588992,-1.5072351422640358,1.5072351422640358,2.271757774075688,29.905459398255225,Gao,325,,,5.04,Gao_0325,c7a19bffe9edcff1fbaa501122071159dff5d590447bf69ca5d6ae9f0bfb5893,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,ef80a4b84aec4e884439eeb6572413d205f963e507ba6ef826cb002f6ac38eaa,f5fb165034d30071600d7fec16b09813a5aa8fcc19d4573c3e36f063c228879f,83f3b84e123803396d65a98e096bce1fb8188a813b61de328cc8fcdb8ca578fc,1128,1145,602,985,0.5768351898307809,gao_only
326,6.039999961853027,3.532764819588992,-2.507235142264036,2.507235142264036,6.28622805860376,41.510515862566905,Gao,326,,,6.04,Gao_0326,c7a19bffe9edcff1fbaa501122071159dff5d590447bf69ca5d6ae9f0bfb5893,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,ef80a4b84aec4e884439eeb6572413d205f963e507ba6ef826cb002f6ac38eaa,f5fb165034d30071600d7fec16b09813a5aa8fcc19d4573c3e36f063c228879f,83f3b84e123803396d65a98e096bce1fb8188a813b61de328cc8fcdb8ca578fc,1128,1145,602,985,0.5768351898307809,gao_only
335,6.239999771118164,3.9669375962550095,-2.2730621748631545,2.2730621748631545,5.166811650793614,36.42727977946444,Gao,335,,,6.24,Gao_0335,f2dc56822190a6f97cd24b74c1b1e6e6da04970c02b59e8b8a68f1a1c0bc5896,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,1b50b7c1fbb81b71fd3f97de6fbb4ab2f7cb3a897d25fdaed71ebae4778cbf30,aa932e4e71702a8411e79ac1fdbe9bf89ea33d6ec8660333e409c0ac8709cb01,314ebed91e4e1ff02494159d3e8487f8a2314c700593d4db05e8be7010789e3d,131,784,223,994,0.4694638160763685,gao_only
338,3.660000085830689,2.683810773462352,-0.9761893123683368,0.9761893123683368,0.952945573582166,26.67183851026541,Gao,338,,,3.66,Gao_0338,b9dbdf3c4e3638807ae49b062390af089cfc16012f44a63b7e40d1fd896dc439,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,11b99517d5ad01d252182f6fa988909c6b861ebd5c11edf65081d41ea97417c0,5b99abb4cdbfa6ee9de8d7007f5ccf125f47557470bbf9fc9400de3453f9ef83,d280c881bf716b33d79fbdbbf24ac612e7fa357659b360c4edf0f19db566f414,77,430,957,997,0.5044940636064341,gao_only
340,3.7300000190734863,2.542837661091644,-1.1871623579818422,1.1871623579818422,1.4093544642090077,31.82740889842482,Gao,340,,,3.73,Gao_0340,d4fa0da7ee8e40cffcf8d3cf58b5b079c634ca013f1578675ef6d01ea87f6ad6,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,6491c15bbde8969c4ffd1de96bf19b34e770ee7587604a55d6be5ddf2e8a846d,79e7ddabe8acb87aa51ef4ede4d4bd1a3b5624b924e058a9df33bdff17a0e911,95117467ac979a561fc7ad725f81f31e0329a41427fd2154e022ae77153286a4,454,583,679,999,0.4597136401352222,gao_only
344,0.959999978542328,2.680480632451501,1.7204806539091733,1.7204806539091733,2.9600536804757365,179.21673878801178,Gao,344,,,0.96,Gao_0344,b62559473f5485f5dd53fb1ef334fa3fb565c1aef7fad57f315dac2882deafb0,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,aa1090168526d9d382795bef028450c5f3517b95e013a82e5f5b5ad45587e2c3,adc0102361a6d936f54d830a41c9744ac508d4b4cca7ca9aad1e80c137b9111b,0df3d26a7bc6fbfa4f48045f1be173c10153ab4b459e7a62eb134fa85e75bf29,786,793,68,1003,0.5188032150388983,gao_only
350,5.03000020980835,2.053254803808609,-2.9767454059997407,2.9767454059997407,8.861013212140561,59.17982667665056,Gao,350,,,5.03,Gao_0350,541e45838aae9a0cc229cf43a4f3ccff5e62ec3e2a397861fe839ae8f98105c3,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,bec3f24233da60884004327bc5c76d0702aacf19353a51b763edfe8a68889910,151cd153d2dcc4c199edd22dd5d0c36a03697bdc412cc34b173aba9f7757c91a,a3c20fe20cfa668a6bd99939ef7a1e8aecd2861ae13caf875bd2ac2cb79a409c,905,104,749,1009,0.4406233234938086,gao_only
351,2.3399999141693115,2.547005560138438,0.2070056459691263,0.2070056459691263,0.0428513374630952,8.84639545136959,Gao,351,,,2.34,Gao_0351,d5e922a17ff3c801a073660d65456478314712bbeef2f1dfe6f975b661fe005d,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,061a9dd9928c933abc50e8b94e78168976b58abc0ef2854f4743790866a8e41a,269cf1cb53ac76cada7eaa1789a08d9a68bdb6219140aa64a418ba4c1c9f9acf,e9cb859b77df5fcfeab727c9db5579d83e64e26947823b7c4ec0a44b0693c091,27,193,1088,1010,0.5036699806343575,gao_only
362,7.300000190734863,3.5338502484973118,-3.766149942237552,3.766149942237552,14.183885387415916,51.59109375116917,Gao,362,,,7.3,Gao_0362,07d48aa15cbecfc609164455e0727b6bc037c322c803f4d9392fe12fabca4ad2,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,3aa8505d7005fc4397d271173b6c1cc2e3583dc7e73e98f2bd60cea00904114c,27cf2f3f5e4f642cfb5a68806f4d5c2b4487e08229bce97e0214b55412cd5c11,8fe44c510f8ad49e3277143de52d638560f8064811733ac2d59cd67463e25b2c,261,197,645,1020,0.8440197152791894,gao_only
373,1.2999999523162842,2.3618761572507347,1.0618762049344506,1.0618762049344506,1.127581074605991,81.68278799106454,Gao,373,,,1.3,Gao_0373,26e29b89ebfee4fd71656c3da19abb9eae0e3acdb4b12d77d6a63ce17b45fb44,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,14ad23bd47d3a75bf1a4b64682c1d8d09e2fd46174abc2816486727b7fab625b,c969c649d03aadea06c966941806f48fff1fc69824512e96c8fd48f518a28f6f,78dcbfcd5f9c417b2226575bddb67449ad32d618783ef44b1c4eac102a2ce895,95,923,546,1031,0.6152208258118012,gao_only
382,0.0399999991059303,0.6663279124341979,0.6263279133282675,0.6263279133282675,0.3922866550141418,1565.8198183194702,Gao,382,,,0.04,Gao_0382,36e29334fae21893e934b8d7b7ecfca378aa3972942d5bc6d1f7e1c9b8106fd5,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,68d2c2cecebf5bbd08560566e6a6f5bbd3665b986bb6f17f48576bb3d4c83eeb,ba8c7a07e97539637d7219d66775bb2fb80255de26ecbe8c99be3b8a37e3bb74,4c87533d71710f69d308f1c53305979b26dd8f27e3077d0656139150b66acb41,472,854,333,1040,0.473524860421334,gao_only
384,0.4199999868869781,1.1911710477111364,0.7711710608241582,0.7711710608241582,0.5947048050526575,183.6121630717289,Gao,384,,,0.42,Gao_0384,9f5315600bd783579316731c5b09ea26d88ef7b93c33fb5f7258a9e5a9127acf,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,c452438830045f9656917f0e33440a395030725044287c95454a6b38d3854e90,1388720ec9e9c03d3faf51e9c3eec93a0d882dcf856469f9f32f7b8aad9716ae,0c568a946cf062c6ba57f2cdb35817525e7595b92fff540e191379e44cbe9fb8,941,94,61,1042,0.5107071883230804,gao_only
396,6.420000076293945,4.674350020909073,-1.7456500553848722,1.7456500553848722,3.047294115865207,27.190810508410124,Gao,396,,,6.42,Gao_0396,b96b01c477161db9710996f909dfa67e3977b982843539adfbeec6dc067bd1fa,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,b272e54d513facb74876a8430725783cb930054fe584b8050b9f323df7685d2c,454d223bc2fd5896bf6c45b008ec650216f8f84b1a84cc04fe9cf1317e40d85c,e4d5bb7459077f7dcd2f7df7a73a139bb86372eb175b0bf507e04b942fb07afe,829,332,1062,1054,0.9838060046607208,gao_only
419,6.320000171661377,3.998213602764772,-2.3217865688966053,2.3217865688966053,5.390692871508671,36.737128256853566,Gao,419,,,6.32,Gao_0419,18a0510bd9c23fd41a1529f6ddb5ebc9ed293a211c7b72f680009290e1dc9ad9,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,25b64befc21404a1eee612e9d596363f76c1b340a341462cabb986e1526c578f,9160407b21d925b989700a0e96f4f456779f6d7336eceb010f5b379ff3811de5,b0c7280cc48319dd0b973b05c0f7c25140d24507f50787a0ac5386cd95734aeb,168,681,815,1077,0.5244724502823236,gao_only
422,1.820000052452088,4.394249573792561,2.574249521340474,2.574249521340474,6.626760598121659,141.44227731599156,Gao,422,,,1.82,Gao_0422,97bec8f09b20f18b297818d0cead334579ff7b6113ac1905ab6b270293d079fc,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,71a3858913f878c4ff50f93ff4bd82d24e8b005ed8e40c1f701116015cc15e5e,1a1fb7f06b07afcf63b25b5b7dbc2c5a70e7880b5a39024cd23670d0923a20d3,b4c6071e6d4a317610c3363d02949797574b8d5cd445fa0c33a65dfe46a763e3,515,133,835,1080,0.4619248029508396,gao_only
424,2.9200000762939453,4.395629691605521,1.4756296153115755,1.4756296153115755,2.1774827615845886,50.53525947795316,Gao,424,,,2.92,Gao_0424,10b22f5368cef31760abaa25ca840018ab98c24f5af37e814ae9f6be956d2231,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,7e695387e213e271a7237cef0fbbde335b6df56a9464213c7908252e29bd08dd,44ea1621e0cdf496a53d66382f8d3a5a218690e186ba1836006014b69e01a9b5,ba13775ef7fe5adb6af3c0d101c362f7083d06552a22f490154094914084078b,577,330,862,1082,0.5148269675341093,gao_only
425,0.0099999997764825,1.2029391716022302,1.1929391718257476,1.1929391718257476,1.4231038676763006,11929.39198490026,Gao,425,,,0.01,Gao_0425,a0880493930e102152a95eabff1b2f2e78d8a3c212cca1f5fea99ee5b1fcc6d4,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,eab76a46d1b65d579310cdea7675b3f0e6cfdf42b7e728cef2889c057539bde9,589698a525406ad06a7a4c1185c0b4e74b733bcfcf181de60c8a398391634e50,6e359217337911c3dd4d2233ff88020348cc9ef2ccc284f766485dd0e71672dd,1106,419,500,1083,0.4118768637219142,gao_only
